
[Name]
inlet

[Data]
X [ m ], Y [ m ], Z [ m ]
-3.38580012e-01, 9.37995315e-01, -5.05765021e-01
-7.94880629e-01, 9.40137133e-02, -5.05765021e-01
9.65522416e-03, 9.93983746e-01, -5.05765021e-01
-5.17409921e-01, 4.32196140e-01, -5.05765021e-01
5.52186482e-02, 5.75100183e-01, -5.05765021e-01
-5.80668688e-01, 4.97537196e-01, -5.05765021e-01
2.54753996e-02, 5.77999055e-01, -5.05765021e-01
2.32421815e-01, 1.51859120e-01, -5.05765021e-01
-2.12069005e-01, 3.43381613e-02, -5.05765021e-01
6.44355416e-01, 4.24068987e-01, -5.05765021e-01
1.13125131e-01, 1.04514742e+00, -5.05765021e-01
-3.67274284e-01, 5.20573795e-01, -5.05765021e-01
-2.43479788e-01, 1.04548895e+00, -5.05765021e-01
-2.55431652e-01, 1.06887054e+00, -5.05765021e-01
-2.28343770e-01, 1.07005024e+00, -5.05765021e-01
-3.83322500e-03, 1.31076008e-01, -5.05765021e-01
4.09094691e-01, 2.49030173e-01, -5.05765021e-01
4.41842735e-01, 3.08205128e-01, -5.05765021e-01
2.59214878e-01, 5.17151952e-01, -5.05765021e-01
9.39470381e-02, 9.91804957e-01, -5.05765021e-01
1.02245472e-01, 1.01913702e+00, -5.05765021e-01
-4.64752823e-01, 7.43232429e-01, -5.05765021e-01
4.53970402e-01, 4.65713054e-01, -5.05765021e-01
-4.92905788e-02, 2.25608945e-01, -5.05765021e-01
-3.08985919e-01, 7.07692623e-01, -5.05765021e-01
-5.03683388e-01, 1.05411041e+00, -5.05765021e-01
1.40901506e-01, 4.71967399e-01, -5.05765021e-01
-8.00574720e-01, 9.98526394e-01, -5.05765021e-01
-7.74699926e-01, 1.00699079e+00, -5.05765021e-01
-7.76808798e-01, 9.80257690e-01, -5.05765021e-01
-8.00574720e-01, 1.02362549e+00, -5.05765021e-01
-3.30867380e-01, 8.37545097e-01, -5.05765021e-01
-2.16485634e-01, 1.14170194e+00, -5.05765021e-01
2.04918049e-02, 3.88731182e-01, -5.05765021e-01
5.36097884e-01, 1.13686514e+00, -5.05765021e-01
-7.55974710e-01, 9.41109598e-01, -5.05765021e-01
-7.86886752e-01, 9.30444539e-01, -5.05765021e-01
-7.81363249e-01, 9.55969334e-01, -5.05765021e-01
1.31016478e-01, 6.22882664e-01, -5.05765021e-01
-3.15025114e-02, 1.81451827e-01, -5.05765021e-01
-4.40969050e-01, 6.36863589e-01, -5.05765021e-01
4.23423052e-02, 8.24965477e-01, -5.05765021e-01
3.81285846e-01, 3.33223343e-01, -5.05765021e-01
3.68642718e-01, 5.12943506e-01, -5.05765021e-01
-6.12572789e-01, 4.22719449e-01, -5.05765021e-01
-6.94054186e-01, 2.24974185e-01, -5.05765021e-01
-6.77140951e-01, 1.11320078e+00, -5.05765021e-01
-5.64426303e-01, 4.39315021e-01, -5.05765021e-01
-7.80741274e-01, 3.17319214e-01, -5.05765021e-01
7.95631558e-02, 1.14109194e+00, -5.05765021e-01
3.75874192e-01, 9.24830675e-01, -5.05765021e-01
4.03938830e-01, 9.24924493e-01, -5.05765021e-01
3.90831262e-01, 8.99582267e-01, -5.05765021e-01
3.26593101e-01, 5.40175021e-01, -5.05765021e-01
4.09321249e-01, 8.44725847e-01, -5.05765021e-01
-4.19745624e-01, 6.85021639e-01, -5.05765021e-01
-9.64429155e-02, 1.02579430e-01, -5.05765021e-01
3.97696078e-01, 8.70841622e-01, -5.05765021e-01
-3.92962098e-01, 1.13461041e+00, -5.05765021e-01
1.93342865e-01, 4.31058854e-01, -5.05765021e-01
-5.09246647e-01, 3.36920857e-01, -5.05765021e-01
-4.66507912e-01, 2.64668643e-01, -5.05765021e-01
6.69845581e-01, 5.71163893e-01, -5.05765021e-01
4.24259692e-01, 6.82505369e-02, -5.05765021e-01
-4.30898994e-01, 8.61685336e-01, -5.05765021e-01
-7.80840039e-01, 2.77008057e-01, -5.05765021e-01
-2.30075300e-01, 8.12963843e-01, -5.05765021e-01
-2.20135689e-01, 7.88049698e-01, -5.05765021e-01
-2.42528081e-01, 7.90664196e-01, -5.05765021e-01
-2.26575986e-01, 1.61205888e-01, -5.05765021e-01
-3.19790155e-01, 6.43207431e-01, -5.05765021e-01
-6.51343703e-01, 2.30011344e-01, -5.05765021e-01
-7.56282032e-01, 2.04497367e-01, -5.05765021e-01
7.98695505e-01, 1.09990907e+00, -5.05765021e-01
2.11354256e-01, 1.14065611e+00, -5.05765021e-01
3.02825063e-01, 7.34968662e-01, -5.05765021e-01
3.54256004e-01, 7.29266047e-01, -5.05765021e-01
1.04329415e-01, 5.86092696e-02, -5.05765021e-01
-6.06566072e-01, 2.56292105e-01, -5.05765021e-01
7.20505953e-01, 9.58730876e-01, -5.05765021e-01
1.07833438e-01, 4.32131588e-01, -5.05765021e-01
1.19963020e-01, 4.52960819e-01, -5.05765021e-01
-5.06694198e-01, 8.67863119e-01, -5.05765021e-01
-1.00243881e-01, 5.68720587e-02, -5.05765021e-01
-3.85531247e-01, 8.88335407e-01, -5.05765021e-01
4.80489999e-01, 3.43756713e-02, -5.05765021e-01
4.86786902e-01, 5.86576574e-02, -5.05765021e-01
5.04198432e-01, 3.64460871e-02, -5.05765021e-01
-7.39516139e-01, 1.09630251e+00, -5.05765021e-01
2.10651278e-01, 9.44570005e-01, -5.05765021e-01
1.03810273e-01, 6.45996213e-01, -5.05765021e-01
-4.89325494e-01, 1.31379008e-01, -5.05765021e-01
-1.06562361e-01, 1.01986706e+00, -5.05765021e-01
-9.79708955e-02, 9.93278682e-01, -5.05765021e-01
-1.19605206e-01, 9.96075273e-01, -5.05765021e-01
-5.38236320e-01, 7.27707446e-01, -5.05765021e-01
-5.11440039e-01, 7.23314106e-01, -5.05765021e-01
-6.17915317e-02, 5.81915140e-01, -5.05765021e-01
-7.99735963e-01, 6.00303650e-01, -5.05765021e-01
7.69429326e-01, 1.01391912e+00, -5.05765021e-01
1.47935316e-01, 6.43904626e-01, -5.05765021e-01
-3.48601192e-01, 1.24668509e-01, -5.05765021e-01
-3.16643655e-01, 9.52091396e-01, -5.05765021e-01
7.57526100e-01, 8.61865222e-01, -5.05765021e-01
-5.55062387e-03, 5.77322483e-01, -5.05765021e-01
-2.62481689e-01, 5.95514894e-01, -5.05765021e-01
-4.84074891e-01, 9.09785926e-01, -5.05765021e-01
-5.72557211e-01, 5.18456399e-01, -5.05765021e-01
1.93147257e-01, 9.67446744e-01, -5.05765021e-01
-1.46426469e-01, 1.49005294e-01, -5.05765021e-01
-2.66954660e-01, 7.94651330e-01, -5.05765021e-01
-6.30525649e-01, 6.56366944e-01, -5.05765021e-01
5.51429503e-02, 1.30246073e-01, -5.05765021e-01
7.75866687e-01, 2.27445632e-01, -5.05765021e-01
2.78952360e-01, 8.20077285e-02, -5.05765021e-01
6.24108911e-01, 8.10459018e-01, -5.05765021e-01
-2.66546816e-01, 1.04159391e+00, -5.05765021e-01
3.06958526e-01, 3.45560350e-02, -5.05765021e-01
4.36105400e-01, 8.41733694e-01, -5.05765021e-01
6.03224814e-01, 6.36850357e-01, -5.05765021e-01
6.26309752e-01, 6.53725922e-01, -5.05765021e-01
-1.31357774e-01, 3.49292725e-01, -5.05765021e-01
-4.01940614e-01, 5.78281105e-01, -5.05765021e-01
-3.18313897e-01, 1.69539556e-01, -5.05765021e-01
-5.12747228e-01, 6.96151972e-01, -5.05765021e-01
3.20854448e-02, 6.98634446e-01, -5.05765021e-01
4.60554920e-02, 7.22947598e-01, -5.05765021e-01
-1.91567943e-01, 1.14170194e+00, -5.05765021e-01
-3.58918697e-01, 7.31097579e-01, -5.05765021e-01
-3.63055408e-01, 7.57275045e-01, -5.05765021e-01
-5.33756614e-01, 2.33753979e-01, -5.05765021e-01
-1.71995386e-01, 9.52619076e-01, -5.05765021e-01
-7.75484025e-01, 6.67358696e-01, -5.05765021e-01
-4.91428792e-01, 4.42319363e-01, -5.05765021e-01
-1.60706788e-01, 8.27654064e-01, -5.05765021e-01
2.02353626e-01, 8.36002231e-01, -5.05765021e-01
6.17996812e-01, 8.84959817e-01, -5.05765021e-01
6.39402688e-01, 8.90945971e-01, -5.05765021e-01
1.20731838e-01, 6.67008877e-01, -5.05765021e-01
9.12900940e-02, 9.25040662e-01, -5.05765021e-01
-4.61544901e-01, 5.41710019e-01, -5.05765021e-01
-1.02755509e-01, 4.58363533e-01, -5.05765021e-01
-5.66349685e-01, 1.14313996e+00, -5.05765021e-01
5.94783798e-02, 7.45835364e-01, -5.05765021e-01
-5.62832117e-01, 6.12005651e-01, -5.05765021e-01
-6.98743165e-01, 7.56078303e-01, -5.05765021e-01
4.09444511e-01, 3.32534872e-02, -5.05765021e-01
3.82282436e-01, 3.65160517e-02, -5.05765021e-01
7.47762203e-01, 4.69435930e-01, -5.05765021e-01
1.94158405e-01, 7.14732826e-01, -5.05765021e-01
2.21616477e-01, 7.15002954e-01, -5.05765021e-01
-5.39384484e-01, 1.14482570e+00, -5.05765021e-01
1.18796296e-01, 8.39112222e-01, -5.05765021e-01
-3.72876495e-01, 1.30523726e-01, -5.05765021e-01
-3.22246015e-01, 5.79501390e-01, -5.05765021e-01
-7.77245045e-01, 1.89558506e-01, -5.05765021e-01
-4.54631090e-01, 1.70944840e-01, -5.05765021e-01
-3.58927518e-01, 2.88667262e-01, -5.05765021e-01
-2.66710311e-01, 1.51074782e-01, -5.05765021e-01
3.60351980e-01, 1.06326747e+00, -5.05765021e-01
-8.76479149e-02, 5.18299639e-01, -5.05765021e-01
-4.14727509e-01, 8.06387365e-01, -5.05765021e-01
-4.37817454e-01, 3.58432233e-01, -5.05765021e-01
2.12565511e-01, 1.04026008e+00, -5.05765021e-01
2.36200601e-01, 1.01644528e+00, -5.05765021e-01
9.86948013e-02, 1.83131233e-01, -5.05765021e-01
-1.79107934e-02, 7.76455224e-01, -5.05765021e-01
-4.43063557e-01, 9.71376419e-01, -5.05765021e-01
3.35697472e-01, 1.05910838e+00, -5.05765021e-01
-3.78623545e-01, 5.94055116e-01, -5.05765021e-01
-5.05190969e-01, 9.52381611e-01, -5.05765021e-01
3.94578159e-01, 6.24239981e-01, -5.05765021e-01
5.59313238e-01, 4.26783264e-01, -5.05765021e-01
-1.27355486e-01, 2.82270014e-01, -5.05765021e-01
6.39584124e-01, 1.61984101e-01, -5.05765021e-01
5.55789888e-01, 9.38920915e-01, -5.05765021e-01
5.52194238e-01, 9.62801337e-01, -5.05765021e-01
5.80748737e-01, 9.51238930e-01, -5.05765021e-01
-6.96665525e-01, 5.28771758e-01, -5.05765021e-01
1.20659985e-01, 4.08688396e-01, -5.05765021e-01
-3.25727552e-01, 8.90461951e-02, -5.05765021e-01
-6.31653845e-01, 7.68715203e-01, -5.05765021e-01
-1.97278276e-01, 4.92264658e-01, -5.05765021e-01
-5.60815632e-01, 1.73859999e-01, -5.05765021e-01
6.30679250e-01, 1.14307189e+00, -5.05765021e-01
6.54001176e-01, 1.14316821e+00, -5.05765021e-01
6.44293070e-01, 1.11926877e+00, -5.05765021e-01
-4.60482001e-01, 3.40646505e-01, -5.05765021e-01
5.88504434e-01, 9.94768083e-01, -5.05765021e-01
6.06298685e-01, 1.01334560e+00, -5.05765021e-01
6.21284008e-01, 9.91308272e-01, -5.05765021e-01
3.97147030e-01, 7.48689353e-01, -5.05765021e-01
-4.45809245e-01, 7.64747262e-01, -5.05765021e-01
-3.03145915e-01, 1.91533878e-01, -5.05765021e-01
6.76895142e-01, 2.60621578e-01, -5.05765021e-01
-3.38272631e-01, 3.95449072e-01, -5.05765021e-01
-3.27940524e-01, 3.71270031e-01, -5.05765021e-01
-2.40457863e-01, 8.36712122e-01, -5.05765021e-01
-2.15881184e-01, 8.33591402e-01, -5.05765021e-01
-4.04714644e-01, 6.53640866e-01, -5.05765021e-01
3.46507967e-01, 1.01971066e+00, -5.05765021e-01
-5.93884587e-01, 4.03895169e-01, -5.05765021e-01
-5.69486022e-01, 4.12784427e-01, -5.05765021e-01
3.70725244e-01, 2.68438727e-01, -5.05765021e-01
7.71234930e-01, 7.24680007e-01, -5.05765021e-01
7.45343924e-01, 7.18914092e-01, -5.05765021e-01
4.91369277e-01, 3.26938212e-01, -5.05765021e-01
2.34599277e-01, 9.72344041e-01, -5.05765021e-01
2.32453495e-01, 9.51878846e-01, -5.05765021e-01
2.14731067e-01, 9.67622578e-01, -5.05765021e-01
5.27127922e-01, 6.01405799e-01, -5.05765021e-01
6.61429524e-01, 7.16102302e-01, -5.05765021e-01
6.02152944e-01, 4.57129240e-01, -5.05765021e-01
-6.91631258e-01, 1.13931799e+00, -5.05765021e-01
6.01321980e-02, 8.78803492e-01, -5.05765021e-01
4.55745995e-01, 1.03369594e+00, -5.05765021e-01
2.90330529e-01, 4.91850704e-01, -5.05765021e-01
-2.12159663e-01, 6.87130690e-01, -5.05765021e-01
2.47413054e-01, 1.27933353e-01, -5.05765021e-01
2.30138283e-02, 7.68611431e-01, -5.05765021e-01
9.53135192e-02, 4.10920024e-01, -5.05765021e-01
4.91589844e-01, 3.98200840e-01, -5.05765021e-01
3.23007941e-01, 8.03910911e-01, -5.05765021e-01
-7.72311985e-01, 4.11898017e-01, -5.05765021e-01
7.04316437e-01, 3.27944487e-01, -5.05765021e-01
7.81292260e-01, 8.50435674e-01, -5.05765021e-01
6.92585707e-02, 1.06375861e+00, -5.05765021e-01
-1.34894237e-01, 8.25732231e-01, -5.05765021e-01
-3.40415090e-01, 1.00700998e+00, -5.05765021e-01
4.85034168e-01, 2.22075433e-01, -5.05765021e-01
-6.89450800e-01, 7.36931860e-01, -5.05765021e-01
7.53673255e-01, 7.48745322e-01, -5.05765021e-01
7.35227227e-01, 7.72690415e-01, -5.05765021e-01
-6.31162167e-01, 4.40506428e-01, -5.05765021e-01
2.31772915e-01, 1.98396891e-01, -5.05765021e-01
2.44502619e-01, 2.19820336e-01, -5.05765021e-01
-3.18557262e-01, 5.08496225e-01, -5.05765021e-01
7.79010653e-01, 7.50732303e-01, -5.05765021e-01
7.69562960e-01, 1.05953112e-01, -5.05765021e-01
-1.48398101e-01, 3.28008920e-01, -5.05765021e-01
7.28843093e-01, 7.51589388e-02, -5.05765021e-01
7.97670543e-01, 9.54353362e-02, -5.05765021e-01
-4.15393412e-01, 3.71193886e-01, -5.05765021e-01
-5.90174556e-01, 6.78955913e-02, -5.05765021e-01
-7.84712613e-01, 3.40129137e-01, -5.05765021e-01
2.80826151e-01, 5.85892856e-01, -5.05765021e-01
-6.39233232e-01, 8.14170182e-01, -5.05765021e-01
-4.77195412e-01, 5.93145907e-01, -5.05765021e-01
2.04177856e-01, 2.49944821e-01, -5.05765021e-01
-2.01839045e-01, 1.04924664e-01, -5.05765021e-01
1.73068028e-02, 9.07204688e-01, -5.05765021e-01
-4.62223329e-02, 1.58397347e-01, -5.05765021e-01
-3.89555693e-01, 7.70231247e-01, -5.05765021e-01
2.30951920e-01, 4.50592369e-01, -5.05765021e-01
4.75223809e-01, 1.35436907e-01, -5.05765021e-01
4.82142895e-01, 2.52865285e-01, -5.05765021e-01
-1.91411212e-01, 1.97618067e-01, -5.05765021e-01
5.77061892e-01, 6.76551998e-01, -5.05765021e-01
3.35908532e-01, 7.79185474e-01, -5.05765021e-01
-6.34103179e-01, 8.42987001e-01, -5.05765021e-01
7.65186608e-01, 8.91813576e-01, -5.05765021e-01
-1.58121005e-01, 2.37260312e-01, -5.05765021e-01
-1.28325015e-01, 1.69875950e-01, -5.05765021e-01
-9.40061957e-02, 2.07874388e-01, -5.05765021e-01
-7.75116310e-02, 5.60296059e-01, -5.05765021e-01
8.22426230e-02, 5.27080953e-01, -5.05765021e-01
-2.93140799e-01, 1.17903553e-01, -5.05765021e-01
-2.38147140e-01, 9.15920734e-01, -5.05765021e-01
4.66353744e-01, 9.43300664e-01, -5.05765021e-01
2.69013822e-01, 6.11084461e-01, -5.05765021e-01
7.32170403e-01, 9.27314401e-01, -5.05765021e-01
-3.62749904e-01, 9.54681635e-01, -5.05765021e-01
-2.78147131e-01, 1.82742685e-01, -5.05765021e-01
1.98549360e-01, 5.82606718e-02, -5.05765021e-01
1.86419427e-01, 8.46295804e-02, -5.05765021e-01
4.02141005e-01, 1.13908744e+00, -5.05765021e-01
8.62900615e-02, 3.49627323e-02, -5.05765021e-01
4.13658947e-01, 3.09163779e-01, -5.05765021e-01
-5.34620106e-01, 7.01687932e-01, -5.05765021e-01
-5.58209777e-01, 7.02943742e-01, -5.05765021e-01
3.65148425e-01, 2.29182422e-01, -5.05765021e-01
-6.40334964e-01, 9.15862918e-01, -5.05765021e-01
4.06626523e-01, 7.21556365e-01, -5.05765021e-01
-3.39343607e-01, 6.26779735e-01, -5.05765021e-01
3.54814142e-01, 1.14108348e+00, -5.05765021e-01
3.79299790e-01, 1.13908744e+00, -5.05765021e-01
-5.43404698e-01, 1.10299587e+00, -5.05765021e-01
4.95568275e-01, 6.82864130e-01, -5.05765021e-01
2.09544346e-01, 6.16771758e-01, -5.05765021e-01
3.69651675e-01, 7.53988385e-01, -5.05765021e-01
3.28099653e-02, 6.25080824e-01, -5.05765021e-01
-2.76188165e-01, 6.48995817e-01, -5.05765021e-01
6.93321228e-01, 1.15693018e-01, -5.05765021e-01
-7.04468131e-01, 1.00551534e+00, -5.05765021e-01
-6.13339007e-01, 8.24202538e-01, -5.05765021e-01
-7.73619711e-02, 2.27679089e-01, -5.05765021e-01
2.20053345e-02, 6.51952446e-01, -5.05765021e-01
5.77867776e-02, 4.85043228e-01, -5.05765021e-01
1.98833719e-01, 6.43808126e-01, -5.05765021e-01
5.28451920e-01, 1.17000133e-01, -5.05765021e-01
-5.16227663e-01, 1.14709830e+00, -5.05765021e-01
4.58751082e-01, 2.34597817e-01, -5.05765021e-01
4.57255483e-01, 2.08876222e-01, -5.05765021e-01
-5.05537450e-01, 8.95550013e-01, -5.05765021e-01
-5.99594831e-01, 3.74612987e-01, -5.05765021e-01
-6.55530572e-01, 7.11842537e-01, -5.05765021e-01
-8.01171422e-01, 8.57814491e-01, -5.05765021e-01
-7.74246931e-01, 8.55135322e-01, -5.05765021e-01
-9.38007161e-02, 5.81505656e-01, -5.05765021e-01
5.21251500e-01, 3.93429667e-01, -5.05765021e-01
5.43341160e-01, 1.02300441e+00, -5.05765021e-01
6.48640931e-01, 4.78654206e-01, -5.05765021e-01
6.48812294e-01, 6.51457548e-01, -5.05765021e-01
-3.70259076e-01, 8.09170723e-01, -5.05765021e-01
-6.01870656e-01, 9.83993888e-01, -5.05765021e-01
-7.12536335e-01, 1.12757230e+00, -5.05765021e-01
-7.72159219e-01, 5.08364260e-01, -5.05765021e-01
7.07362890e-01, 1.11634839e+00, -5.05765021e-01
-6.01908267e-01, 7.73673058e-01, -5.05765021e-01
1.42065026e-02, 5.12272358e-01, -5.05765021e-01
-5.50479472e-01, 3.08208585e-01, -5.05765021e-01
-6.31767392e-01, 6.83720529e-01, -5.05765021e-01
7.04597652e-01, 1.74387246e-01, -5.05765021e-01
5.96769035e-01, 1.92267284e-01, -5.05765021e-01
7.94448376e-01, 1.02640331e+00, -5.05765021e-01
-6.91779673e-01, 7.15182364e-01, -5.05765021e-01
-4.40530717e-01, 9.31871176e-01, -5.05765021e-01
-3.89758945e-01, 4.99209762e-01, -5.05765021e-01
-4.20290887e-01, 4.84443367e-01, -5.05765021e-01
-5.42612076e-01, 4.22850758e-01, -5.05765021e-01
-3.74423027e-01, 2.63798296e-01, -5.05765021e-01
-4.02266622e-01, 2.69251883e-01, -5.05765021e-01
1.23174526e-01, 7.68345475e-01, -5.05765021e-01
-3.39907408e-02, 5.79976141e-01, -5.05765021e-01
-4.46108907e-01, 1.45758659e-01, -5.05765021e-01
-4.62374598e-01, 1.25540003e-01, -5.05765021e-01
5.51395595e-01, 1.07908511e+00, -5.05765021e-01
-4.54782456e-01, 3.15834612e-01, -5.05765021e-01
-6.28602564e-01, 1.87521860e-01, -5.05765021e-01
-7.92297423e-01, 4.03705299e-01, -5.05765021e-01
-8.03098440e-01, 3.77918422e-01, -5.05765021e-01
-3.69280875e-01, 4.77838755e-01, -5.05765021e-01
-7.53513813e-01, 7.08842158e-01, -5.05765021e-01
-3.56830895e-01, 8.83199573e-01, -5.05765021e-01
-3.76400858e-01, 8.62661600e-01, -5.05765021e-01
7.95075059e-01, 4.05918986e-01, -5.05765021e-01
-5.74749649e-01, 1.29590899e-01, -5.05765021e-01
-2.73364428e-02, 4.81221586e-01, -5.05765021e-01
-6.18790127e-02, 1.39178455e-01, -5.05765021e-01
6.00253344e-01, 1.12038898e+00, -5.05765021e-01
-6.18283093e-01, 3.91868562e-01, -5.05765021e-01
-4.15732384e-01, 8.38167965e-01, -5.05765021e-01
-6.61055982e-01, 5.02117038e-01, -5.05765021e-01
-6.64901495e-01, 5.26981950e-01, -5.05765021e-01
-7.52174139e-01, 9.90697443e-01, -5.05765021e-01
-6.68621361e-01, 5.99164248e-01, -5.05765021e-01
-8.01629186e-01, 9.72610354e-01, -5.05765021e-01
-3.88091236e-01, 2.38872677e-01, -5.05765021e-01
-1.13656990e-01, 4.82416779e-01, -5.05765021e-01
1.45629957e-01, 1.04896045e+00, -5.05765021e-01
-7.57082343e-01, 8.77770007e-01, -5.05765021e-01
-3.49932797e-02, 6.50201321e-01, -5.05765021e-01
1.07300125e-01, 8.18462312e-01, -5.05765021e-01
7.28232205e-01, 7.41391718e-01, -5.05765021e-01
4.74905759e-01, 1.90455958e-01, -5.05765021e-01
3.02984923e-01, 5.44401586e-01, -5.05765021e-01
-1.99808970e-01, 4.46641952e-01, -5.05765021e-01
-7.27151404e-04, 7.97374666e-01, -5.05765021e-01
-7.07506537e-01, 5.73182881e-01, -5.05765021e-01
-5.08287728e-01, 3.49046327e-02, -5.05765021e-01
6.99243546e-01, 8.88970941e-02, -5.05765021e-01
6.69909954e-01, 8.01431090e-02, -5.05765021e-01
-1.76636297e-02, 1.14506519e+00, -5.05765021e-01
6.28401697e-01, 3.09500337e-01, -5.05765021e-01
-7.27334738e-01, 1.38011098e-01, -5.05765021e-01
-6.95029497e-01, 1.28883287e-01, -5.05765021e-01
2.20657587e-01, 1.25642285e-01, -5.05765021e-01
7.44943500e-01, 6.48408651e-01, -5.05765021e-01
-7.52514064e-01, 6.82312846e-01, -5.05765021e-01
3.68007481e-01, 9.52217579e-01, -5.05765021e-01
7.58865178e-01, 1.59640208e-01, -5.05765021e-01
7.89901793e-01, 1.74412161e-01, -5.05765021e-01
7.89873898e-01, 1.47724628e-01, -5.05765021e-01
3.26630920e-01, 2.90731698e-01, -5.05765021e-01
-7.72714615e-01, 4.86965925e-01, -5.05765021e-01
-4.84540999e-01, 7.25494385e-01, -5.05765021e-01
2.77325541e-01, 4.26902622e-01, -5.05765021e-01
2.87047029e-01, 4.50725108e-01, -5.05765021e-01
-5.30730546e-01, 9.43618298e-01, -5.05765021e-01
1.70855105e-01, 1.03902042e+00, -5.05765021e-01
-6.31980717e-01, 1.06512034e+00, -5.05765021e-01
2.06248417e-01, 1.01119888e+00, -5.05765021e-01
2.98926950e-01, 4.73886132e-01, -5.05765021e-01
6.27309263e-01, 4.66894090e-01, -5.05765021e-01
-6.28232718e-01, 4.65311050e-01, -5.05765021e-01
4.17184651e-01, 1.07412934e-01, -5.05765021e-01
-1.22224525e-01, 8.03246439e-01, -5.05765021e-01
1.46053523e-01, 2.23408774e-01, -5.05765021e-01
5.48526704e-01, 1.05914032e+00, -5.05765021e-01
-7.84793317e-01, 1.22455470e-01, -5.05765021e-01
-3.62968981e-01, 3.46938014e-01, -5.05765021e-01
-3.28193367e-01, 2.01207459e-01, -5.05765021e-01
5.69645882e-01, 1.06182957e+00, -5.05765021e-01
5.04239321e-01, 7.32108891e-01, -5.05765021e-01
7.91001081e-01, 3.54416102e-01, -5.05765021e-01
-1.25510186e-01, 5.89261949e-01, -5.05765021e-01
-4.74689841e-01, 2.21195132e-01, -5.05765021e-01
-2.44045466e-01, 1.43392712e-01, -5.05765021e-01
-2.53148347e-01, 1.73951492e-01, -5.05765021e-01
3.10127288e-01, 2.71994561e-01, -5.05765021e-01
6.61266327e-01, 1.54910788e-01, -5.05765021e-01
7.60267377e-02, 3.90839905e-01, -5.05765021e-01
-7.55407870e-01, 4.80342209e-02, -5.05765021e-01
1.30950600e-01, 1.02023125e+00, -5.05765021e-01
6.09612525e-01, 2.95851707e-01, -5.05765021e-01
2.89505005e-01, 1.07413411e-01, -5.05765021e-01
-5.07860899e-01, 9.23463285e-01, -5.05765021e-01
6.73652470e-01, 2.33589470e-01, -5.05765021e-01
-2.52328247e-01, 5.69436014e-01, -5.05765021e-01
-4.98596132e-01, 5.86274087e-01, -5.05765021e-01
-5.53586841e-01, 5.38031876e-01, -5.05765021e-01
-1.99331239e-01, 5.63686311e-01, -5.05765021e-01
7.23614335e-01, 1.74974382e-01, -5.05765021e-01
6.77526295e-02, 1.12012219e+00, -5.05765021e-01
-4.45719570e-01, 6.91749632e-01, -5.05765021e-01
-1.34505019e-01, 4.19067174e-01, -5.05765021e-01
-6.71651363e-01, 1.10695563e-01, -5.05765021e-01
-5.29008985e-01, 5.29571235e-01, -5.05765021e-01
3.76833916e-01, 5.94541915e-02, -5.05765021e-01
6.33105338e-01, 3.30894321e-01, -5.05765021e-01
-6.72217488e-01, 8.51588771e-02, -5.05765021e-01
-9.66518223e-02, 7.89307833e-01, -5.05765021e-01
-2.63076484e-01, 2.06501797e-01, -5.05765021e-01
-4.20956820e-01, 1.41216159e-01, -5.05765021e-01
-3.67192149e-01, 7.83452570e-01, -5.05765021e-01
-3.41349781e-01, 7.71589339e-01, -5.05765021e-01
4.85221565e-01, 5.77845335e-01, -5.05765021e-01
-7.07046032e-01, 4.81646776e-01, -5.05765021e-01
3.24873507e-01, 9.75682318e-01, -5.05765021e-01
4.85799938e-01, 1.08809996e+00, -5.05765021e-01
6.50287628e-01, 1.05215597e+00, -5.05765021e-01
-6.55221164e-01, 1.44929513e-01, -5.05765021e-01
-6.36494815e-01, 1.63183689e-01, -5.05765021e-01
4.74153191e-01, 7.37855911e-01, -5.05765021e-01
1.50182828e-01, 1.11068630e+00, -5.05765021e-01
5.37452400e-01, 2.15391040e-01, -5.05765021e-01
5.23840487e-01, 6.78399861e-01, -5.05765021e-01
1.64055124e-01, 1.05009541e-01, -5.05765021e-01
-5.49213469e-01, 2.18134716e-01, -5.05765021e-01
-3.96417201e-01, 4.42034066e-01, -5.05765021e-01
-1.28136054e-01, 5.64474650e-02, -5.05765021e-01
-5.31186163e-01, 3.80818486e-01, -5.05765021e-01
2.42968965e-02, 9.71017957e-01, -5.05765021e-01
-6.76173151e-01, 9.22469139e-01, -5.05765021e-01
7.89109707e-01, 2.02396929e-01, -5.05765021e-01
2.18480736e-01, 4.68626410e-01, -5.05765021e-01
-2.84016192e-01, 1.06607485e+00, -5.05765021e-01
-2.73491293e-01, 1.08986986e+00, -5.05765021e-01
3.85951012e-01, 3.78273249e-01, -5.05765021e-01
3.99859190e-01, 3.56480926e-01, -5.05765021e-01
6.24121547e-01, 4.40452725e-01, -5.05765021e-01
5.99921465e-01, 4.30853397e-01, -5.05765021e-01
-4.59919244e-01, 6.14490569e-01, -5.05765021e-01
6.18443847e-01, 4.11796719e-01, -5.05765021e-01
-8.06554556e-01, 4.80801344e-01, -5.05765021e-01
3.02345842e-01, 1.30884379e-01, -5.05765021e-01
3.13793600e-01, 1.50290430e-01, -5.05765021e-01
4.32951033e-01, 2.42791459e-01, -5.05765021e-01
5.92293262e-01, 4.05521959e-01, -5.05765021e-01
3.86693686e-01, 1.11266422e+00, -5.05765021e-01
5.43403029e-01, 5.57033479e-01, -5.05765021e-01
5.39823174e-01, 4.43896115e-01, -5.05765021e-01
7.69064367e-01, 1.06419051e+00, -5.05765021e-01
